time_hours,flux
6.6333,1.000903
6.6583,1.002537
6.6834,1.002681
6.7084,1.003518
6.7334,1.001801
6.7584,1.003112
6.7835,1.002017
6.8085,1.000236
6.8335,1.002284
6.8586,1.001581
6.8836,1.000366
6.9086,1.00211
6.9337,1.000311
6.9587,1.001611
6.9837,1.003644
7.0088,1.00194
7.0338,1.000112
7.0588,1.002843
7.0839,1.000734
7.1089,1.000205
7.1339,1.002815
7.1589,1.002426
7.184,1.001579
7.209,0.998478
7.234,0.998841
7.2591,1.003411
7.2841,0.999355
7.3091,1.001498
7.3342,1.001173
7.3592,1.003342
7.3842,1.000078
7.4093,1.003801
7.4343,1.002076
7.4593,1.002171
7.4844,1.001186
7.5094,1.001413
7.5344,1.003961
7.5594,1.002485
7.5845,1.000505
7.6095,1.003266
7.6345,1.00271
7.6596,1.00209
7.6846,1.00141
7.7096,1.001724
7.7347,1.000567
7.7597,1.004095
7.7847,1.0038
7.8098,1.001393
7.8348,1.003666
7.8598,1.000012
7.8849,1.00168
7.9099,1.00008
7.9349,1.001924
7.9599,1.001961
7.985,1.002971
8.01,1.002232
8.035,1.003442
8.0601,1.000553
8.0851,1.002579
8.1101,0.999502
8.1352,1.003666
8.1602,1.00209
8.1852,1.001472
8.2103,1.002891
8.2353,1.000567
8.2603,1.00292
8.2854,1.000903
8.3104,1.002665
8.3354,1.001016
8.3605,0.999624
8.3855,1.002252
8.4105,1.000984
8.4355,1.000632
8.4606,1.002026
8.4856,1.002395
8.5106,1.001475
8.5357,1.001823
8.5607,1.002489
8.5857,1.002223
8.6108,1.002508
8.6358,1.004409
8.6608,1.00207
8.6859,1.001021
8.7109,1.003256
8.7359,1.002359
8.761,1.001666
8.786,1.001574
8.811,1.002516
8.836,1.0017
8.8611,1.001858
8.8861,1.00096
8.9111,1.001875
8.9362,1.002562
8.9612,1.002506
8.9862,1.002111
9.0113,0.999828
9.0363,1.001618
9.0613,1.001195
9.0864,1.002983
9.1114,1.000962
9.1364,1.002483
9.1615,1.000311
9.1865,1.001926
9.2115,1.002537
9.2365,1.002242
9.2616,1.003001
9.2866,1.000754
9.3116,1.00076
9.3367,1.001255
9.3617,1.001541
9.3867,1.002017
9.4118,1.001803
9.4368,1.00205
9.4618,1.003301
9.4869,1.000601
9.5119,1.002696
9.5369,1.00117
9.562,1.002899
9.587,1.001785
9.612,1.002354
9.637,1.001531
9.6621,1.000613
9.6871,1.000468
9.7121,1.001432
9.7372,1.001147
9.7622,1.003153
9.7872,1.002587
9.8123,0.999843
9.8373,1.001346
9.8623,1.001851
9.8874,1.00187
9.9124,0.999638
9.9374,0.999858
9.9625,1.002406
9.9875,1.001672
10.0125,1.002762
10.0375,1.001782
10.0626,1.001295
10.0876,1.001258
10.1126,1.000652
10.1377,1.002972
10.1627,1.00336
10.1877,1.000954
10.2128,0.998819
10.2378,1.000441
10.2628,1.004332
10.2879,1.002586
10.3129,1.001627
10.3379,1.000543
10.363,1.003896
10.388,1.000792
10.413,1.001044
10.438,0.999972
10.4631,1.002853
10.4881,1.003721
10.5131,1.00099
10.5382,1.002872
10.5632,1.002284
10.5882,1.001584
10.6133,1.001493
10.6383,1.00421
10.6633,1.001811
10.6884,1.003217
10.7134,1.000836
10.7384,1.000759
10.7635,1.00157
10.7885,1.001729
10.8135,1.000718
10.8385,1.001587
10.8636,1.002135
10.8886,1.001967
10.9136,1.002053
10.9387,1.000756
10.9637,1.005447
10.9887,1.000813
11.0138,1.002159
11.0388,1.001984
11.0638,1.000337
11.0889,1.001567
11.1139,0.998553
11.1389,1.001466
11.164,1.001995
11.189,1.002889
11.214,1.002766
11.239,1.002104
11.2641,0.999842
11.2891,1.001199
11.3141,1.000092
11.3392,1.002888
11.3642,1.00186
11.3892,1.000312
11.4143,1.003294
11.4393,1.001192
11.4643,0.999633
11.4894,1.003287
11.5144,1.001814
11.5394,1.003359
11.5645,0.998783
11.5895,0.99957
11.6145,0.999589
11.6395,1.000902
11.6646,1.001971
11.6896,0.999717
11.7146,1.002017
11.7397,1.001708
11.7647,1.002007
11.7897,1.000961
11.8148,1.0023
11.8398,1.000446
11.8648,1.003413
11.8899,1.002845
11.9149,1.000223
11.9399,1.00018
11.965,1.001572
11.99,1.001156
12.015,1.003259
12.0401,0.999854
12.0651,1.001158
12.0901,1.002867
12.1151,1.001606
12.1402,1.000494
12.1652,1.000468
12.1902,1.001821
12.2153,1.001512
12.2403,1.00114
12.2653,1.002011
12.2904,1.002737
12.3154,0.999848
12.3404,1.002745
12.3655,1.00126
12.3905,1.000027
12.4155,1.002717
12.4406,1.000178
12.4656,1.000598
12.4906,1.003066
12.5156,1.000903
12.5407,1.002958
12.5657,1.001748
12.5907,1.002004
12.6158,1.002383
12.6408,1.000316
12.6658,1.002642
12.6909,1.002135
12.7159,1.001836
12.7409,1.003851
12.766,1.003566
12.791,1.004149
12.816,1.000133
12.8411,0.999473
12.8661,1.000605
12.8911,1.003045
12.9161,1.000963
12.9412,1.001181
12.9662,1.001166
12.9912,1.000825
13.0163,1.002333
13.0413,1.000838
13.0663,1.002767
13.0914,1.002324
13.1164,1.001652
13.1414,1.000209
13.1665,1.000622
13.1915,1.001553
13.2165,1.00425
13.2416,1.000627
13.2666,1.000248
13.2916,1.001657
13.3166,1.001103
13.3417,1.002166
13.3667,1.003049
13.3917,1.000114
13.4168,1.002003
13.4418,1.002297
13.4668,1.002396
13.4919,1.001763
13.5169,1.000769
13.5419,1.002237
13.567,1.001426
13.592,1.002457
13.617,1.00012
13.6421,1.001387
13.6671,0.999746
13.6921,1.000385
13.7171,1.004028
13.7422,1.003672
13.7672,1.001904
13.7922,1.000209
13.8173,1.00086
13.8423,1.003681
13.8673,1.003452
13.8924,1.001191
13.9174,1.002693
13.9424,1.001649
13.9675,1.000692
13.9925,1.001945
14.0175,1.003083
14.0426,1.002371
14.0676,1.003075
14.0926,1.002314
14.1176,1.001836
14.1427,1.003311
14.1677,1.003652
14.1927,1.001488
14.2178,1.001319
14.2428,1.000273
14.2678,1.000491
14.2929,1.000858
14.3179,1.001615
14.3429,1.003574
14.368,1.001933
14.393,1.001201
14.418,1.001474
14.4431,0.998644
14.4681,1.00196
14.4931,1.000048
14.5181,0.999094
14.5432,1.001141
14.5682,1.002901
14.5932,1.001396
14.6183,1.00188
14.6433,1.002344
14.6683,1.001033
14.6934,1.002963
14.7184,1.000553
14.7434,1.003013
14.7685,1.000153
14.7935,1.001802
14.8185,1.001624
14.8436,1.00137
14.8686,1.002125
14.8936,1.000683
14.9186,1.003425
14.9437,0.999944
14.9687,1.004487
14.9937,1.000453
15.0188,1.001602
15.0438,0.999717
15.0688,1.001584
15.0939,1.001057
15.1189,1.002184
15.1439,1.001075
15.169,1.001632
15.194,1.001015
15.219,1.001453
15.2441,1.00187
15.2691,1.002488
15.2941,1.001452
15.3191,1.001706
15.3442,1.000929
15.3692,1.001447
15.3942,0.99938
15.4193,1.001009
15.4443,1.001084
15.4693,0.999903
15.4944,1.000809
15.5194,1.00171
15.5444,1.000813
15.5695,1.001379
15.5945,1.000532
15.6195,1.000418
15.6446,1.0017
15.6696,1.002363
15.6946,0.999645
15.7196,1.003151
15.7447,1.00171
15.7697,1.001753
15.7947,1.000219
15.8198,1.000749
15.8448,1.000853
15.8698,0.999571
15.8949,1.000412
15.9199,1.002022
15.9449,1.001672
15.97,1.00243
15.995,1.00098
16.02,0.99816
16.0451,1.001612
16.0701,0.999954
16.0951,1.001558
16.1202,1.000047
16.1452,1.000858
16.1702,1.004197
16.1952,1.001087
16.2203,1.001344
16.2453,1.002097
16.2703,1.00197
16.2954,0.999564
16.3204,1.003758
16.3454,1.002364
16.3705,1.001067
16.3955,1.00114
16.4205,1.003725
16.4456,0.999806
16.4706,0.997191
16.4956,1.000034
16.5207,1.001543
16.5457,0.999741
16.5707,1.004258
16.5957,1.002224
16.6208,1.000395
16.6458,1.001326
16.6708,1.001677
16.6959,1.00269
16.7209,1.000634
16.7459,1.002358
16.771,1.001513
16.796,1.000854
16.821,1.000899
16.8461,0.999968
16.8711,1.002064
16.8961,0.999039
16.9212,1.001801
16.9462,1.001443
16.9712,1.00229
16.9962,1.00057
17.0213,1.002076
17.0463,1.002181
17.0713,1.000667
17.0964,1.00129
17.1214,1.000186
17.1464,1.002149
17.1715,1.002095
17.1965,1.002128
17.2215,1.000887
17.2466,1.00127
17.2716,1.002079
17.2966,1.002396
17.3217,1.001344
17.3467,0.999569
17.3717,0.999719
17.3967,1.00028
17.4218,1.001201
17.4468,0.99931
17.4718,1.003106
17.4969,0.999368
17.5219,1.00042
17.5469,1.00283
17.572,0.999709
17.597,1.003853
17.622,0.999011
17.6471,0.999663
17.6721,1.003045
17.6971,1.00247
17.7222,1.002711
17.7472,1.002367
17.7722,1.000658
17.7972,1.002363
17.8223,1.001057
17.8473,1.001858
17.8723,1.001303
17.8974,1.003626
17.9224,1.001287
17.9474,1.002402
17.9725,1.000983
17.9975,1.001202
18.0225,1.001678
18.0476,1.000584
18.0726,1.003154
18.0976,1.001106
18.1227,1.001141
18.1477,1.001849
18.1727,1.002641
18.1977,1.001109
18.2228,1.000661
18.2478,1.002888
18.2728,1.000703
18.2979,1.000632
18.3229,1.001253
18.3479,0.999359
18.373,1.002675
18.398,1.002291
18.423,1.000879
18.4481,0.999942
18.4731,1.002292
18.4981,1.000072
18.5232,1.001163
18.5482,0.99908
18.5732,0.999954
18.5982,1.001446
18.6233,1.000862
18.6483,1.002208
18.6733,1.000779
18.6984,1.000478
18.7234,1.00162
18.7484,1.001139
18.7735,1.000227
18.7985,1.002289
18.8235,1.002672
18.8486,1.000233
18.8736,1.002596
18.8986,1.000822
18.9237,1.000378
18.9487,1.001731
18.9737,1.001486
18.9987,1.001053
19.0238,1.001219
19.0488,1.000201
19.0738,1.002937
19.0989,1.001949
19.1239,1.000686
19.1489,0.99891
19.174,1.000972
19.199,1.000742
19.224,1.00023
19.2491,1.002148
19.2741,1.000415
19.2991,1.00113
19.3242,1.002709
19.3492,1.000365
19.3742,1.002885
19.3992,0.998958
19.4243,1.001774
19.4493,1.002245
19.4743,1.002162
19.4994,1.000024
19.5244,1.000919
19.5494,1.001598
19.5745,1.001756
19.5995,1.001071
19.6245,0.99962
19.6496,1.002866
19.6746,1.001888
19.6996,1.000996
19.7247,0.999027
19.7497,1.001201
19.7747,1.003286
19.7997,1.001978
19.8248,0.997544
19.8498,1.004602
19.8748,1.001604
19.8999,1.002562
19.9249,1.001554
19.9499,1.000155
19.975,1.001547
20.0,0.999324
20.025,1.001857
20.0501,1.001702
20.0751,1.000525
20.1001,1.005391
20.1252,1.001842
20.1502,1.000588
20.1752,1.003437
20.2003,1.003537
20.2253,0.999879
20.2503,1.002023
20.2753,1.000709
20.3004,1.000432
20.3254,1.000677
20.3504,1.002786
20.3755,1.00203
20.4005,1.002226
20.4255,1.001789
20.4506,1.001794
20.4756,1.001678
20.5006,1.00127
20.5257,0.999961
20.5507,1.002444
20.5757,1.001413
20.6008,1.002644
20.6258,1.000782
20.6508,1.001248
20.6758,1.000398
20.7009,1.003649
20.7259,1.002681
20.7509,1.002301
20.776,1.001923
20.801,1.000984
20.826,1.001672
20.8511,1.000185
20.8761,1.001505
20.9011,0.999865
20.9262,1.001165
20.9512,1.001818
20.9762,1.001449
21.0013,1.001352
21.0263,0.998134
21.0513,1.002256
21.0763,0.997932
21.1014,0.999343
21.1264,1.003074
21.1514,1.003108
21.1765,1.004512
21.2015,1.00256
21.2265,1.001385
21.2516,1.002323
21.2766,1.000512
21.3016,1.000047
21.3267,0.999889
21.3517,1.002172
21.3767,1.000332
21.4018,1.00015
21.4268,1.00387
21.4518,1.000124
21.4768,1.001898
21.5019,0.998114
21.5269,1.001329
21.5519,1.001057
21.577,0.999799
21.602,1.00381
21.627,1.001664
21.6521,1.001736
21.6771,1.003233
21.7021,1.001436
21.7272,0.999317
21.7522,1.000072
21.7772,1.001695
21.8023,1.002212
21.8273,1.00172
21.8523,1.001768
21.8773,1.001667
21.9024,1.001151
21.9274,1.002291
21.9524,1.003343
21.9775,1.000678
22.0025,0.99856
22.0275,1.003566
22.0526,1.00055
22.0776,1.002485
22.1026,1.003129
22.1277,1.001132
22.1527,1.001213
22.1777,1.000034
22.2028,0.999098
22.2278,1.001685
22.2528,1.001847
22.2778,1.000457
22.3029,1.001994
22.3279,1.00363
22.3529,1.001557
22.378,1.000578
22.403,1.002937
22.428,1.000918
22.4531,1.001299
22.4781,1.00066
22.5031,1.002646
22.5282,1.003076
22.5532,1.003594
22.5782,1.002181
22.6033,1.000413
22.6283,1.004531
22.6533,1.001102
22.6783,1.004511
22.7034,1.000976
22.7284,1.002194
22.7534,1.000472
22.7785,1.002381
22.8035,1.001159
22.8285,1.004012
22.8536,1.001468
22.8786,1.001921
22.9036,1.001533
22.9287,1.002218
22.9537,1.003169
22.9787,1.002946
23.0038,1.002346
23.0288,1.002288
23.0538,1.001519
23.0788,1.000095
23.1039,1.002758
23.1289,1.002991
23.1539,1.003445
23.179,1.000908
23.204,1.004302
23.229,1.000965
23.2541,1.000218
23.2791,1.002004
23.3041,1.001614
23.3292,1.002855
23.3542,1.001956
23.3792,1.001614
23.4043,1.003516
23.4293,1.001755
23.4543,1.00171
23.4793,1.003328
23.5044,1.002184
23.5294,1.001892
23.5544,1.002439
23.5795,1.002556
23.6045,1.002808
23.6295,1.001072
23.6546,1.002681
23.6796,1.000761
23.7046,1.003179
23.7297,1.003664
23.7547,1.000846
23.7797,1.001146
23.8048,1.002183
23.8298,1.001674
23.8548,1.001933
23.8798,1.002908
23.9049,1.003221
23.9299,0.999997
23.9549,1.001761
23.98,0.999172
24.005,1.000948
24.03,1.003285
24.0551,1.000275
24.0801,1.00232
24.1051,1.001799
24.1302,1.001624
24.1552,1.001612
24.1802,1.002134
24.2053,1.001731
24.2303,1.001833
24.2553,1.000251
24.2804,1.002746
24.3054,1.001152
24.3304,1.000069
24.3554,1.000404
24.3805,1.001081
24.4055,1.003126
24.4305,1.003141
24.4556,1.002702
24.4806,1.000069
24.5056,1.001895
24.5307,1.002816
24.5557,1.002715
24.5807,1.000773
24.6058,1.001102
24.6308,1.003007
24.6558,0.999464
24.6809,1.003476
24.7059,1.001585
24.7309,1.001074
24.7559,1.001766
24.781,1.001433
24.806,1.000647
24.831,1.001916
24.8561,1.002199
24.8811,1.000294
24.9061,1.001527
24.9312,1.001723
24.9562,1.003073
24.9812,1.000553
25.0063,1.000913
25.0313,1.001304
25.0563,1.003707
25.0814,1.000502
25.1064,1.003412
25.1314,1.00026
25.1564,1.002727
25.1815,1.002006
25.2065,1.001354
25.2315,1.001279
25.2566,1.001544
25.2816,1.001517
25.3066,1.00205
25.3317,1.00155
25.3567,1.002649
25.3817,1.004004
25.4068,1.002105
25.4318,1.002036
25.4568,1.001235
25.4819,1.002193
25.5069,1.00286
25.5319,1.001174
25.5569,1.00088
25.582,1.004419
25.607,1.002036
25.632,0.999749
25.6571,1.000327
25.6821,1.002442
25.7071,1.003092
25.7322,1.000643
25.7572,1.001766
25.7822,1.000022
25.8073,1.002195
25.8323,1.001837
25.8573,1.000136
25.8824,1.002044
25.9074,1.00218
25.9324,1.001698
25.9574,1.000112
25.9825,0.999659
26.0075,1.001612
26.0325,1.00107
26.0576,1.001736
26.0826,1.001804
26.1076,1.00168
26.1327,1.003603
26.1577,1.00299
26.1827,1.002323
26.2078,1.002973
26.2328,1.000888
26.2578,1.003043
26.2829,1.001891
26.3079,1.001661
26.3329,1.002324
26.3579,1.002832
26.383,1.000489
26.408,1.004195
26.433,1.002641
26.4581,1.000125
26.4831,1.001647
26.5081,1.001678
26.5332,1.001164
26.5582,1.000075
26.5832,1.002516
26.6083,1.001455
26.6333,1.001471
26.6583,0.998716
26.6834,1.000998
26.7084,0.998921
26.7334,1.005803
26.7584,1.000922
26.7835,1.001252
26.8085,1.000264
26.8335,1.001509
26.8586,1.003036
26.8836,1.002398
26.9086,1.002325
26.9337,1.000819
26.9587,1.002815
26.9837,1.00442
27.0088,1.004302
27.0338,1.000609
27.0588,1.002558
27.0839,1.002588
27.1089,1.003754
27.1339,1.001787
27.1589,1.003465
27.184,1.001035
27.209,1.003247
27.234,1.0029
27.2591,1.001716
27.2841,1.002625
27.3091,1.0019
27.3342,1.00193
27.3592,1.002056
27.3842,1.002685
27.4093,1.001558
27.4343,1.002501
27.4593,1.002053
27.4844,1.001023
27.5094,1.003148
27.5344,1.001451
27.5594,1.003013
27.5845,1.002138
27.6095,1.00235
27.6345,1.002745
27.6596,1.001933
27.6846,1.003307
27.7096,1.001145
27.7347,1.000666
27.7597,1.001438
27.7847,1.002103
27.8098,1.002776
27.8348,1.002808
27.8598,1.003047
27.8849,1.001559
27.9099,1.00403
27.9349,1.001668
27.9599,1.00297
27.985,1.00189
28.01,0.997429
28.035,1.000224
28.0601,1.003529
28.0851,1.002175
28.1101,1.002201
28.1352,1.00335
28.1602,1.001629
28.1852,1.002093
28.2103,1.002599
28.2353,1.001957
28.2603,1.002456
28.2854,1.000997
28.3104,1.00497
28.3354,0.999951
28.3605,1.001864
28.3855,1.001178
28.4105,1.000166
28.4355,1.003817
28.4606,1.002457
28.4856,1.000435
28.5106,1.001903
28.5357,1.000629
28.5607,1.001762
28.5857,1.001202
28.6108,1.004542
28.6358,1.001082
28.6608,1.001529
28.6859,1.003236
28.7109,1.002522
28.7359,1.000123
28.761,1.002406
28.786,1.001304
28.811,1.000947
28.836,1.000162
28.8611,1.002242
28.8861,0.999191
28.9111,1.002475
28.9362,1.003533
28.9612,1.000608
28.9862,1.00089
29.0113,1.004186
29.0363,1.001727
29.0613,1.002364
29.0864,1.003336
29.1114,1.00341
29.1364,1.001501
29.1615,1.001477
29.1865,1.00141
29.2115,1.001433
29.2365,1.001369
29.2616,1.002451
29.2866,1.000923
29.3116,1.000803
29.3367,1.001089
29.3617,1.001033
29.3867,1.004814
29.4118,0.999782
29.4368,1.002866
29.4618,1.000099
29.4869,1.001885
29.5119,0.999965
29.5369,1.000852
29.562,1.001257
29.587,1.001904
29.612,1.001386
29.637,1.001967
29.6621,1.002899
29.6871,1.001437
29.7121,1.002377
29.7372,0.999952
29.7622,1.002925
29.7872,1.002438
29.8123,1.003724
29.8373,1.002749
29.8623,1.001171
29.8874,1.002612
29.9124,1.000282
29.9374,0.999679
29.9625,1.001804
29.9875,1.002741
30.0125,1.002813
30.0375,1.001182
30.0626,1.002885
30.0876,1.001972
30.1126,1.001533
30.1377,1.000518
30.1627,1.003751
30.1877,1.000338
30.2128,1.000302
30.2378,1.001108
30.2628,1.001926
30.2879,1.000378
30.3129,1.001575
30.3379,1.001551
30.363,0.999908
30.388,1.002681
30.413,0.99973
30.438,1.002209
30.4631,1.000291
30.4881,1.004032
30.5131,1.002197
30.5382,1.003821
30.5632,1.003105
30.5882,0.999213
30.6133,0.999919
30.6383,1.00139
30.6633,1.000636
30.6884,1.003749
30.7134,1.001231
30.7384,1.002251
30.7635,1.000831
30.7885,1.00258
30.8135,1.000908
30.8385,1.00247
30.8636,1.000597
30.8886,1.004516
30.9136,1.002651
30.9387,1.002334
30.9637,1.002313
30.9887,1.001335
31.0138,1.000427
31.0388,1.000172
31.0638,1.001646
31.0889,1.000105
31.1139,1.003124
31.1389,1.001782
31.164,1.003484
31.189,1.001205
31.214,1.001594
31.239,1.001433
31.2641,1.002514
31.2891,1.001361
31.3141,1.000051
31.3392,1.002774
31.3642,1.000491
31.3892,1.000351
31.4143,1.000112
31.4393,1.002537
31.4643,0.999767
31.4894,1.002307
31.5144,1.003651
31.5394,1.001452
31.5645,1.000539
31.5895,1.002604
31.6145,1.001543
31.6395,1.000066
31.6646,1.001376
31.6896,1.00095
31.7146,0.999227
31.7397,1.000664
31.7647,1.003259
31.7897,1.002742
31.8148,1.001842
31.8398,1.002131
31.8648,1.001657
31.8899,1.001506
31.9149,0.999612
31.9399,1.00135
31.965,0.999907
31.99,1.001781
32.015,0.999801
32.0401,1.002384
32.0651,0.999452
32.0901,1.000957
32.1151,1.001505
32.1402,0.999236
32.1652,1.000403
32.1902,1.001586
32.2153,1.001574
32.2403,1.000538
32.2653,0.999983
32.2904,0.999699
32.3154,1.001429
32.3404,1.000565
32.3655,1.004063
32.3905,1.003951
32.4155,1.000843
32.4406,1.000607
32.4656,1.001552
32.4906,1.002057
32.5156,1.00288
32.5407,0.99875
32.5657,1.002547
32.5907,1.001031
32.6158,1.000367
32.6408,1.000171
32.6658,0.999424
32.6909,1.002338
32.7159,0.999514
32.7409,1.001139
32.766,1.002308
32.791,1.00062
32.816,1.000545
32.8411,1.000694
32.8661,1.003115
32.8911,0.999761
32.9161,1.001233
32.9412,1.002741
32.9662,1.001461
32.9912,0.99817
33.0163,1.000668
33.0413,1.000794
33.0663,1.003547
33.0914,1.001023
33.1164,0.999989
33.1414,1.000634
33.1665,1.001608
33.1915,1.000454
33.2165,1.001514
33.2416,0.999316
33.2666,1.000672
33.2916,1.00013
33.3166,1.000464
33.3417,1.00188
33.3667,1.000395
33.3917,1.000112
33.4168,1.002756
33.4418,1.001336
33.4668,1.001174
33.4919,0.999178
33.5169,1.000706
33.5419,1.000361
33.567,1.000921
33.592,1.000653
33.617,1.000184
33.6421,0.99901
33.6671,1.000278
33.6921,0.9989
33.7171,1.002238
33.7422,0.999927
33.7672,1.001517
33.7922,0.999944
33.8173,1.000667
33.8423,0.997708
33.8673,0.999048
33.8924,1.000346
33.9174,1.000982
33.9424,1.001199
33.9675,1.002564
33.9925,1.001357
34.0175,0.998477
34.0426,0.999197
34.0676,1.001753
34.0926,1.000256
34.1176,1.002137
34.1427,1.000008
34.1677,0.999625
34.1927,1.00004
34.2178,0.999396
34.2428,1.000367
34.2678,1.002878
34.2929,0.998431
34.3179,1.002135
34.3429,0.999593
34.368,0.999379
34.393,0.99931
34.418,0.99973
34.4431,1.000791
34.4681,0.999607
34.4931,1.000819
34.5181,0.999287
34.5432,1.001749
34.5682,1.000906
34.5932,0.999258
34.6183,0.998791
34.6433,1.001024
34.6683,1.00292
34.6934,0.9975
34.7184,1.001238
34.7434,0.99965
34.7685,1.000546
34.7935,0.999908
34.8185,0.99827
34.8436,1.000646
34.8686,1.001778
34.8936,1.000337
34.9186,1.001126
34.9437,0.999683
34.9687,0.998123
34.9937,0.999182
35.0188,1.001175
35.0438,1.001365
35.0688,1.002751
35.0939,0.999151
35.1189,0.999619
35.1439,0.99924
35.169,1.001309
35.194,0.998
35.219,1.000088
35.2441,1.00119
35.2691,0.999891
35.2941,1.001109
35.3191,1.001269
