time_hours,flux
8.6108,0.999969
8.6358,1.000391
8.6608,0.999382
8.6859,0.999406
8.7109,0.999819
8.7359,1.000122
8.761,1.000436
8.786,1.001134
8.811,1.000763
8.836,1.000152
8.8611,1.000236
8.8861,0.999645
8.9111,1.000235
8.9362,1.000073
8.9612,1.000439
8.9862,0.999749
9.0113,1.000556
9.0363,1.001164
9.0613,1.000179
9.0864,1.000485
9.1114,1.000657
9.1364,1.000002
9.1615,1.000377
9.1865,1.000249
9.2115,1.0003
9.2365,0.999777
9.2616,1.000255
9.2866,1.000539
9.3116,1.00111
9.3367,1.000815
9.3617,1.001531
9.3867,0.999778
9.4118,1.000761
9.4368,1.000348
9.4618,1.001551
9.4869,0.999752
9.5119,0.999733
9.5369,0.999876
9.562,0.998961
9.587,0.99992
9.612,0.999779
9.637,1.000325
9.6621,1.000439
9.6871,1.001359
9.7121,1.000803
9.7372,0.999887
9.7622,0.999693
9.7872,1.000527
9.8123,0.999439
9.8373,1.00133
9.8623,1.000938
9.8874,0.999949
9.9124,0.999202
9.9374,1.001042
9.9625,1.000161
9.9875,1.000972
10.0125,0.999272
10.0375,0.999868
10.0626,1.000231
10.0876,1.000256
10.1126,0.999872
10.1377,1.000346
10.1627,0.999163
10.1877,0.999549
10.2128,0.999538
10.2378,0.999605
10.2628,0.999555
10.2879,0.998284
10.3129,0.997869
10.3379,0.999387
10.363,0.998651
10.388,0.997834
10.413,0.999045
10.438,0.998014
10.4631,0.998483
10.4881,0.997647
10.5131,0.998674
10.5382,0.998322
10.5632,0.996951
10.5882,0.997603
10.6133,0.997407
10.6383,0.997841
10.6633,0.99644
10.6884,0.99743
10.7134,0.997654
10.7384,0.995963
10.7635,0.996308
10.7885,0.995794
10.8135,0.996856
10.8385,0.997447
10.8636,0.997918
10.8886,0.997061
10.9136,0.997993
10.9387,0.996188
10.9637,0.995993
10.9887,0.996982
11.0138,0.997245
11.0388,0.996995
11.0638,0.995774
11.0889,0.99696
11.1139,0.996231
11.1389,0.997415
11.164,0.997233
11.189,0.996449
11.214,0.996704
11.239,0.996377
11.2641,0.996974
11.2891,0.997585
11.3141,0.99642
11.3392,0.997314
11.3642,0.996693
11.3892,0.996535
11.4143,0.996946
11.4393,0.996389
11.4643,0.996678
11.4894,0.996291
11.5144,0.998188
11.5394,0.99703
11.5645,0.996589
11.5895,0.997137
11.6145,0.996941
11.6395,0.996876
11.6646,0.997376
11.6896,0.997462
11.7146,0.996689
11.7397,0.996662
11.7647,0.996842
11.7897,0.995626
11.8148,0.996098
11.8398,0.997827
11.8648,0.997993
11.8899,0.996857
11.9149,0.997352
11.9399,0.997192
11.965,0.998853
11.99,0.997677
12.015,0.996928
12.0401,0.996432
12.0651,0.996041
12.0901,0.997127
12.1151,0.996551
12.1402,0.996151
12.1652,0.996616
12.1902,0.996355
12.2153,0.998016
12.2403,0.997533
12.2653,0.996999
12.2904,0.997891
12.3154,0.99705
12.3404,0.996486
12.3655,0.997917
12.3905,0.997326
12.4155,0.99638
12.4406,0.996888
12.4656,0.996477
12.4906,0.996172
12.5156,0.997558
12.5407,0.998148
12.5657,0.996163
12.5907,0.997339
12.6158,0.996611
12.6408,0.996709
12.6658,0.996646
12.6909,0.996483
12.7159,0.99703
12.7409,0.996503
12.766,0.997163
12.791,0.996971
12.816,0.996858
12.8411,0.996456
12.8661,0.996655
12.8911,0.997454
12.9161,0.997301
12.9412,0.996414
12.9662,0.99706
12.9912,0.997451
13.0163,0.995999
13.0413,0.997326
13.0663,0.996603
13.0914,0.997343
13.1164,0.996542
13.1414,0.995917
13.1665,0.996024
13.1915,0.997029
13.2165,0.997156
13.2416,0.996457
13.2666,0.997383
13.2916,0.996003
13.3166,0.99696
13.3417,0.996273
13.3667,0.996609
13.3917,0.997028
13.4168,0.996484
13.4418,0.996882
13.4668,0.997886
13.4919,0.997104
13.5169,0.998121
13.5419,0.99711
13.567,0.998274
13.592,0.99899
13.617,0.996811
13.6421,0.997984
13.6671,0.998977
13.6921,0.998678
13.7171,0.999191
13.7422,0.998775
13.7672,0.999358
13.7922,0.999381
13.8173,1.000344
13.8423,0.999965
13.8673,1.000183
13.8924,0.999902
13.9174,0.999908
13.9424,0.999941
13.9675,1.000438
13.9925,0.999948
14.0175,1.000375
14.0426,1.001446
14.0676,1.000724
14.0926,1.000006
14.1176,1.000922
14.1427,0.999957
14.1677,0.998979
14.1927,0.999597
14.2178,0.999079
14.2428,0.999991
14.2678,1.000213
14.2929,1.001208
14.3179,1.000399
14.3429,1.000071
14.368,1.0007
14.393,0.998876
14.418,1.000344
14.4431,1.000666
14.4681,0.999316
14.4931,1.00089
14.5181,1.000407
14.5432,0.999955
14.5682,1.000584
14.5932,1.001566
14.6183,1.000313
14.6433,1.000353
14.6683,0.999929
14.6934,0.999695
14.7184,1.000703
14.7434,0.999691
14.7685,1.000248
14.7935,0.999919
14.8185,1.000493
14.8436,1.000406
14.8686,1.000829
14.8936,0.9999
14.9186,1.000044
14.9437,0.999619
14.9687,0.99994
14.9937,1.000433
15.0188,1.000661
15.0438,0.999654
15.0688,1.000729
15.0939,1.001021
15.1189,1.000456
15.1439,1.001334
15.169,0.999744
15.194,0.999462
15.219,0.999142
15.2441,1.001107
15.2691,1.000602
15.2941,1.000176
15.3191,1.000378
15.3442,0.999535
15.3692,1.001678
15.3942,1.000288
15.4193,1.000277
15.4443,1.000647
15.4693,1.0005
15.4944,1.000346
15.5194,0.999738
15.5444,1.000495
15.5695,1.001342
15.5945,1.00102
15.6195,1.001169
15.6446,0.999907
15.6696,0.99962
15.6946,1.000139
15.7196,1.000248
15.7447,1.000871
15.7697,0.9992
15.7947,1.001133
15.8198,1.000121
15.8448,0.99996
15.8698,0.999609
15.8949,0.999224
15.9199,1.000711
15.9449,1.000261
15.97,0.999444
15.995,0.999441
16.02,1.000017
16.0451,1.00122
16.0701,1.000063
16.0951,0.999317
16.1202,1.000072
16.1452,1.000056
16.1702,0.998602
16.1952,1.000188
16.2203,1.000082
16.2453,1.000639
16.2703,1.001331
16.2954,1.000898
16.3204,1.000061
16.3454,0.999559
16.3705,1.001767
16.3955,1.000259
16.4205,1.000232
16.4456,1.00021
16.4706,1.000343
16.4956,1.000138
16.5207,0.999881
16.5457,0.999897
16.5707,1.000206
16.5957,0.9999
16.6208,0.999799
16.6458,1.000291
16.6708,1.000074
16.6959,1.00113
16.7209,0.998637
16.7459,1.000883
16.771,1.000976
16.796,0.998985
16.821,1.000024
16.8461,1.000007
16.8711,0.999386
16.8961,0.999764
16.9212,0.999565
16.9462,1.001283
16.9712,1.000793
16.9962,1.000995
17.0213,1.000666
17.0463,0.999556
17.0713,0.999919
17.0964,1.000528
17.1214,0.999501
17.1464,1.000663
17.1715,1.000091
17.1965,1.000011
17.2215,1.000663
17.2466,1.000503
17.2716,1.00002
17.2966,1.000933
17.3217,0.999589
17.3467,1.000608
17.3717,1.000594
17.3967,1.000053
17.4218,1.000435
17.4468,0.999489
17.4718,1.000795
17.4969,1.00013
17.5219,0.999927
17.5469,1.000871
17.572,0.999819
17.597,0.999397
17.622,0.999309
17.6471,1.000607
17.6721,0.999475
17.6971,1.001297
17.7222,0.998995
17.7472,1.001263
17.7722,1.000372
17.7972,1.000188
17.8223,0.999919
17.8473,1.000486
17.8723,1.000224
17.8974,1.000909
17.9224,1.000316
17.9474,1.000338
17.9725,1.000031
17.9975,1.000215
18.0225,1.000434
18.0476,0.999224
18.0726,0.999442
18.0976,1.000697
18.1227,1.000354
18.1477,1.000141
18.1727,1.000263
18.1977,1.000461
18.2228,0.999929
18.2478,0.999786
18.2728,1.000371
18.2979,0.999667
18.3229,1.0005
18.3479,0.999234
18.373,1.000873
18.398,1.00054
18.423,1.00041
18.4481,1.000847
18.4731,1.001257
18.4981,1.000866
18.5232,0.999154
18.5482,0.999491
18.5732,0.999884
18.5982,1.000275
18.6233,1.000571
18.6483,0.999825
18.6733,1.000373
18.6984,0.999808
18.7234,0.999895
18.7484,0.999418
18.7735,0.999709
18.7985,0.999452
18.8235,0.999678
18.8486,1.000896
18.8736,0.999695
18.8986,1.001844
18.9237,1.000561
18.9487,1.000376
18.9737,0.999751
18.9987,1.000686
19.0238,0.999921
19.0488,1.00034
19.0738,1.001804
19.0989,1.00021
19.1239,1.000958
19.1489,0.999847
19.174,1.000248
19.199,1.001332
19.224,0.999894
19.2491,1.001358
19.2741,1.000695
19.2991,0.999934
19.3242,1.000651
19.3492,1.000856
19.3742,1.000646
19.3992,0.999331
19.4243,0.999837
19.4493,1.000125
19.4743,1.000229
19.4994,1.000647
19.5244,1.000381
19.5494,0.999474
19.5745,1.000504
19.5995,1.000642
19.6245,1.000612
19.6496,1.000925
19.6746,1.000777
19.6996,1.000553
19.7247,1.000236
19.7497,0.999282
19.7747,1.000536
19.7997,1.000404
19.8248,1.000442
19.8498,0.999514
19.8748,0.999631
19.8999,1.000912
19.9249,1.000257
19.9499,1.00069
19.975,1.000299
20.0,1.0003
20.025,1.000845
20.0501,0.999973
20.0751,1.000341
20.1001,1.000006
20.1252,1.000023
20.1502,1.000098
20.1752,1.000418
20.2003,0.999997
20.2253,1.001038
20.2503,0.999748
20.2753,1.000173
20.3004,1.000022
20.3254,1.001154
20.3504,1.000404
20.3755,1.000906
20.4005,0.999396
20.4255,1.000448
20.4506,1.000822
20.4756,1.000337
20.5006,1.000928
20.5257,0.999978
20.5507,1.001135
20.5757,1.001669
20.6008,1.000072
20.6258,1.000023
20.6508,1.001162
20.6758,1.001238
20.7009,0.999977
20.7259,1.000039
20.7509,1.000122
20.776,0.999485
20.801,0.999741
20.826,0.999689
20.8511,0.999832
20.8761,1.000272
20.9011,1.000433
20.9262,1.001223
20.9512,0.999694
20.9762,1.000884
21.0013,1.000165
21.0263,1.000264
21.0513,1.000699
21.0763,0.999621
21.1014,1.000524
21.1264,1.000395
21.1514,1.00059
21.1765,1.000469
21.2015,1.001769
21.2265,0.999913
21.2516,0.999977
21.2766,0.999922
21.3016,0.999963
21.3267,0.999914
21.3517,1.00101
21.3767,1.001149
21.4018,0.999954
21.4268,0.999798
21.4518,1.00058
21.4768,0.999966
21.5019,1.000677
21.5269,1.000419
21.5519,0.999388
21.577,1.001226
21.602,1.001376
21.627,0.999931
21.6521,1.000066
21.6771,1.00047
21.7021,1.000499
21.7272,1.000694
21.7522,1.001505
21.7772,1.000193
21.8023,0.99982
21.8273,0.999472
21.8523,0.999861
21.8773,1.000279
21.9024,1.001376
21.9274,0.999989
21.9524,1.000434
21.9775,1.00029
22.0025,1.001013
22.0275,1.001816
22.0526,0.999981
22.0776,1.000006
22.1026,1.000926
22.1277,1.000709
22.1527,1.001408
22.1777,1.00065
22.2028,1.000084
22.2278,1.000654
22.2528,1.000965
22.2778,1.000792
22.3029,1.000604
22.3279,1.00094
22.3529,1.001002
22.378,1.001129
22.403,1.000689
22.428,1.0002
22.4531,1.000388
22.4781,1.001024
22.5031,0.99981
22.5282,1.000521
22.5532,1.000064
22.5782,1.000317
22.6033,1.001067
22.6283,1.000414
22.6533,1.000327
22.6783,0.999483
22.7034,1.000747
22.7284,1.000687
22.7534,1.001597
22.7785,1.000114
22.8035,1.00043
22.8285,1.000448
22.8536,1.001245
22.8786,1.000241
22.9036,1.000466
22.9287,1.000663
22.9537,1.00041
22.9787,1.00003
23.0038,1.000414
23.0288,1.000942
23.0538,0.999682
23.0788,1.000377
23.1039,0.999877
23.1289,1.001014
23.1539,0.999383
23.179,0.999961
23.204,1.000523
23.229,1.001236
23.2541,1.000257
23.2791,0.999963
23.3041,1.001424
23.3292,0.999427
23.3542,0.998976
23.3792,1.000559
23.4043,0.999993
23.4293,0.999682
23.4543,1.000719
23.4793,1.00044
23.5044,0.999955
23.5294,0.999525
23.5544,1.000816
23.5795,1.000683
23.6045,1.000233
23.6295,1.0014
23.6546,0.99965
23.6796,0.999376
23.7046,0.999876
23.7297,1.000263
23.7547,1.000436
23.7797,1.000145
23.8048,1.000501
23.8298,0.999538
23.8548,1.001155
23.8798,1.000239
23.9049,1.000959
23.9299,1.000494
23.9549,1.000562
23.98,1.000629
24.005,1.000555
24.03,1.000672
24.0551,1.001083
24.0801,1.000403
24.1051,1.00071
24.1302,1.000231
24.1552,1.001148
24.1802,0.999878
24.2053,1.001364
24.2303,1.000259
24.2553,0.999424
24.2804,1.000359
24.3054,0.999873
24.3304,1.000785
24.3554,0.999889
24.3805,1.000012
24.4055,0.999146
24.4305,1.000007
24.4556,0.998824
24.4806,0.999327
24.5056,1.000734
24.5307,1.000748
24.5557,1.000531
24.5807,0.999695
24.6058,1.000246
24.6308,1.000272
24.6558,0.999579
24.6809,1.001175
24.7059,1.000799
24.7309,1.00014
24.7559,1.000288
24.781,1.000396
24.806,0.999045
24.831,1.000121
24.8561,0.99986
24.8811,0.999667
24.9061,1.000099
24.9312,1.001346
24.9562,1.000651
24.9812,0.999923
25.0063,1.000609
25.0313,1.001104
25.0563,1.000818
25.0814,1.000299
25.1064,0.999874
25.1314,1.000681
25.1564,1.000497
25.1815,1.000797
25.2065,1.00064
25.2315,1.000888
25.2566,0.999937
25.2816,1.001048
25.3066,1.000375
25.3317,1.001501
25.3567,0.999841
25.3817,1.001296
25.4068,1.000372
25.4318,0.999862
25.4568,0.999961
25.4819,1.000059
25.5069,1.000505
25.5319,1.000563
25.5569,0.999904
25.582,1.000233
25.607,1.001532
25.632,1.001282
25.6571,1.000507
25.6821,1.000267
25.7071,1.000315
25.7322,1.00061
25.7572,0.999628
25.7822,1.000086
25.8073,0.999239
25.8323,1.000478
25.8573,1.000626
25.8824,0.999947
25.9074,1.00118
25.9324,0.9995
25.9574,0.999355
25.9825,1.000368
26.0075,1.00086
26.0325,1.001242
26.0576,0.999955
26.0826,1.000876
26.1076,1.000205
26.1327,1.000124
26.1577,1.000756
26.1827,1.000617
26.2078,0.999278
26.2328,1.001109
26.2578,1.00105
26.2829,0.999846
26.3079,1.000458
26.3329,1.000515
26.3579,1.000374
26.383,0.999887
26.408,0.999813
26.433,1.000199
26.4581,1.000917
26.4831,1.000539
26.5081,0.999989
26.5332,1.000673
26.5582,0.9985
26.5832,1.000897
26.6083,0.999163
26.6333,0.999988
26.6583,0.999533
26.6834,0.999427
26.7084,1.000899
26.7334,0.999921
26.7584,1.000408
26.7835,1.000171
26.8085,1.000484
26.8335,1.000243
26.8586,0.999426
26.8836,1.000792
26.9086,0.999897
26.9337,0.999258
26.9587,0.999934
26.9837,1.00109
27.0088,1.000698
27.0338,0.999978
27.0588,0.999976
27.0839,0.999991
27.1089,1.001429
27.1339,1.000411
27.1589,1.000438
27.184,1.000797
27.209,1.000321
27.234,1.000021
27.2591,1.000057
27.2841,1.000131
27.3091,1.00015
27.3342,1.000608
27.3592,1.000201
27.3842,1.000608
27.4093,1.000119
27.4343,1.000213
27.4593,0.998966
27.4844,1.000713
27.5094,1.00037
27.5344,1.000759
27.5594,0.998421
27.5845,1.001411
27.6095,1.000072
27.6345,1.00082
27.6596,0.999529
27.6846,1.00052
27.7096,0.999518
27.7347,0.999775
27.7597,1.001296
27.7847,1.000032
27.8098,1.000275
27.8348,1.000665
27.8598,1.000439
27.8849,1.000231
27.9099,1.000358
27.9349,1.001579
27.9599,1.000101
27.985,1.000255
28.01,1.000763
28.035,1.000795
28.0601,1.000842
28.0851,1.000512
28.1101,0.999441
28.1352,1.001105
28.1602,0.999436
28.1852,1.000304
28.2103,0.999668
28.2353,1.000081
28.2603,1.000315
28.2854,1.000309
28.3104,1.000368
28.3354,1.001081
28.3605,1.000383
28.3855,0.999963
28.4105,1.000687
28.4355,1.00082
28.4606,0.999368
28.4856,1.000462
28.5106,1.000522
28.5357,0.999922
28.5607,1.000924
28.5857,1.000007
28.6108,1.000171
28.6358,0.99999
28.6608,1.000101
28.6859,0.999432
28.7109,0.999225
28.7359,1.001044
28.761,0.999577
28.786,0.999489
28.811,0.99879
28.836,0.999697
28.8611,0.999285
28.8861,1.001062
28.9111,1.000681
28.9362,0.99966
28.9612,1.001423
28.9862,1.000659
29.0113,0.999873
29.0363,0.998567
29.0613,1.001439
29.0864,0.999229
29.1114,0.999074
29.1364,1.000673
29.1615,1.001522
29.1865,1.000887
29.2115,1.000393
29.2365,1.000409
29.2616,1.000563
29.2866,1.000504
29.3116,1.000216
29.3367,1.000108
29.3617,1.000006
29.3867,0.999589
29.4118,0.999872
29.4368,0.999022
29.4618,0.999977
29.4869,0.999441
29.5119,0.999371
29.5369,1.000139
29.562,1.000864
29.587,1.000578
29.612,0.999083
29.637,0.99943
29.6621,1.000586
29.6871,0.99943
29.7121,0.999883
29.7372,1.000346
29.7622,0.999433
29.7872,1.000076
29.8123,0.99921
29.8373,0.999648
29.8623,1.000199
29.8874,0.999049
29.9124,1.000267
29.9374,0.999989
29.9625,1.000331
29.9875,1.000132
30.0125,1.000814
30.0375,1.000069
30.0626,0.999734
30.0876,1.000063
30.1126,1.000314
30.1377,1.000015
30.1627,1.000008
30.1877,0.999561
30.2128,0.999582
30.2378,0.999137
30.2628,1.001026
30.2879,0.999228
30.3129,0.999557
30.3379,0.999539
30.363,1.000505
30.388,0.999789
30.413,1.000713
30.438,0.999558
30.4631,1.000128
30.4881,0.999457
30.5131,1.001244
30.5382,0.999242
30.5632,1.000139
30.5882,1.000331
30.6133,1.000197
30.6383,0.999836
30.6633,0.999867
30.6884,0.999969
30.7134,0.999853
30.7384,1.000517
30.7635,1.001263
30.7885,0.9996
30.8135,0.999111
30.8385,0.999878
30.8636,1.001477
30.8886,0.999445
30.9136,1.000908
30.9387,1.000929
30.9637,0.999589
30.9887,1.00026
31.0138,1.000894
31.0388,0.999687
31.0638,0.999791
31.0889,0.999562
31.1139,0.9993
31.1389,0.999517
31.164,0.99917
31.189,0.999923
31.214,0.999439
31.239,1.000039
31.2641,0.998963
31.2891,1.000093
31.3141,1.000392
31.3392,0.998694
31.3642,1.000113
31.3892,1.000623
31.4143,0.999158
31.4393,1.000886
31.4643,1.000131
31.4894,0.999455
31.5144,0.999842
31.5394,1.000209
31.5645,0.999917
31.5895,1.000193
31.6145,0.999315
31.6395,0.999967
31.6646,0.999015
31.6896,0.999795
31.7146,0.999317
31.7397,0.999416
31.7647,1.000597
31.7897,1.000508
31.8148,1.000217
31.8398,0.999194
31.8648,0.999657
31.8899,1.000573
31.9149,0.999928
31.9399,1.001233
31.965,1.000075
31.99,0.999952
32.015,0.999649
32.0401,0.999913
32.0651,0.999739
32.0901,1.000253
32.1151,1.0004
32.1402,0.999353
32.1652,0.999024
32.1902,0.998718
32.2153,1.000123
32.2403,0.999154
32.2653,0.998522
32.2904,1.000045
32.3154,1.001306
32.3404,0.999804
32.3655,1.000309
32.3905,0.999853
32.4155,0.999742
32.4406,1.000351
32.4656,0.999623
32.4906,0.999956
32.5156,0.999986
32.5407,0.99939
32.5657,1.000384
32.5907,0.999682
32.6158,0.999332
32.6408,1.000105
32.6658,0.999242
32.6909,0.999796
32.7159,0.999771
32.7409,1.000426
32.766,1.000058
32.791,0.999756
32.816,1.000259
32.8411,1.000601
32.8661,1.000099
32.8911,0.999769
32.9161,0.998973
32.9412,0.999119
32.9662,0.999573
32.9912,0.999389
33.0163,0.99964
33.0413,0.999784
33.0663,1.000066
33.0914,0.999704
33.1164,1.000036
33.1414,0.999781
33.1665,0.998555
33.1915,0.999174
33.2165,0.99965
33.2416,0.999008
33.2666,1.000092
33.2916,1.000648
33.3166,1.000459
33.3417,0.999598
33.3667,1.000618
33.3917,0.999811
33.4168,0.999518
33.4418,0.99935
33.4668,0.999534
33.4919,0.999481
33.5169,0.999814
33.5419,0.999806
33.567,0.99971
33.592,0.999968
33.617,1.000418
33.6421,1.000272
33.6671,0.998809
33.6921,0.998166
33.7171,1.000256
33.7422,0.998874
33.7672,0.999557
33.7922,0.998988
33.8173,0.998607
33.8423,1.000011
33.8673,1.00014
33.8924,0.999336
33.9174,0.998126
33.9424,0.99935
33.9675,0.999911
33.9925,0.998787
34.0175,0.999782
34.0426,0.999661
34.0676,1.000016
34.0926,0.999738
34.1176,0.998962
34.1427,1.000093
34.1677,0.99911
34.1927,0.999018
34.2178,0.998304
34.2428,0.998427
34.2678,0.997992
34.2929,0.998248
34.3179,0.999208
34.3429,0.997188
34.368,0.996872
34.393,0.998553
34.418,0.997374
34.4431,0.996927
34.4681,0.997782
34.4931,0.996624
34.5181,0.997913
34.5432,0.997054
34.5682,0.996184
34.5932,0.997723
34.6183,0.996064
34.6433,0.99687
34.6683,0.996603
34.6934,0.997203
34.7184,0.997357
34.7434,0.996437
34.7685,0.995964
34.7935,0.99669
34.8185,0.996006
34.8436,0.997619
34.8686,0.996491
34.8936,0.996188
34.9186,0.996516
34.9437,0.995595
34.9687,0.995819
34.9937,0.99712
35.0188,0.996004
35.0438,0.995768
35.0688,0.996717
35.0939,0.997104
35.1189,0.996822
35.1439,0.996987
35.169,0.995934
35.194,0.995533
35.219,0.997285
35.2441,0.996189
35.2691,0.99623
35.2941,0.997176
35.3191,0.996711
